,x_va_kalhman_filter,binary break label
0,-0.03,0.0
1,0.08181638761882833,0.0
2,0.024450040372130825,0.0
3,0.010803231976723227,0.0
4,-0.007492239605765151,0.0
5,0.021034238237261763,0.0
6,0.02525815549025394,0.0
7,0.036682774324787226,0.0
8,0.0320424860925173,0.0
9,0.029395098837263125,0.0
10,0.029464738424435234,0.0
11,0.022851646392073512,0.0
12,0.019300164367285235,0.0
13,0.03733134991390158,0.0
14,0.029316246575895807,0.0
15,0.03959090043529657,0.0
16,0.022503113177607104,0.0
17,0.04718216454323421,0.0
18,0.02274390737745841,0.0
19,0.04505566376996449,0.0
20,0.033824086803830734,0.0
21,0.03733901722217259,0.0
22,0.03953237268749621,0.0
23,0.027999148644775873,0.0
24,0.06091268167231518,0.0
25,0.03201437471141823,0.0
26,0.060582229129485646,0.0
27,0.05765445457386896,1.0
28,0.03684151454639314,1.0
29,0.056249893929672216,1.0
30,0.032743102468414914,1.0
31,0.055377044623123234,1.0
32,0.05772481479368645,1.0
33,0.07223789265191596,1.0
34,0.10441817294258555,1.0
35,0.0868527517216083,1.0
36,0.10810206119173921,1.0
37,0.08638508621192696,1.0
38,0.07149842312501814,1.0
39,0.09705443665235022,1.0
40,0.09447966268259017,1.0
41,0.12450518635597399,1.0
42,0.11265786775976128,1.0
43,0.1333379130865575,1.0
44,0.11303982725869233,1.0
45,0.12987609304879463,1.0
46,0.12322818358462172,1.0
47,0.13148331337179373,1.0
48,0.13039085924454746,1.0
49,0.14747750737584706,1.0
50,0.148668785156321,1.0
51,0.14118502884914869,1.0
52,0.15248778126444654,1.0
53,0.1379818806237312,1.0
54,0.1524430105829369,1.0
55,0.14935679865214868,1.0
56,0.13324643403186529,0.0
57,0.12152244048486219,0.0
58,0.10805995437743754,0.0
59,0.10634198434109596,0.0
60,0.09907989574857559,0.0
61,0.09821616521055714,0.0
62,0.09172706990317198,0.0
63,0.082050244021446,0.0
64,0.08185521395490956,0.0
65,0.07501997041076874,0.0
66,0.0659811794017909,0.0
67,0.07016847528064331,0.0
68,0.06159119100317155,0.0
69,0.04717106999837665,0.0
70,0.03983016932083372,0.0
71,0.027480072657722163,0.0
72,0.03057353065686179,0.0
73,0.018152725692831488,0.0
74,0.018328447610396852,0.0
75,0.02134120286905689,0.0
76,0.018359872331105934,0.0
77,0.02897963385772189,0.0
78,0.01956420166471482,0.0
79,0.032923148632106033,0.0
80,0.01932759309666216,0.0
81,0.023196553136281623,0.0
82,0.018136234627554988,0.0
83,0.006898533540154109,0.0
84,0.015754803909134786,0.0
85,-0.000963859082800108,0.0
86,0.016250314721691354,0.0
87,0.0023382643964977527,0.0
88,0.013530828176473587,0.0
89,0.00463371520884381,0.0
90,0.030827912130731515,0.0
91,0.017431667740200225,0.0
92,0.04431095868857741,0.0
93,0.024875894454150598,0.0
94,0.02821707228607676,0.0
95,0.014117934737497194,0.0
96,0.02704370567740937,0.0
97,0.016861181472787784,0.0
98,0.033330998147659996,0.0
99,0.018745398860645468,0.0
100,0.010303499693845131,0.0
101,-0.005896607465085489,0.0
102,-0.0005794470309849146,0.0
103,-0.00813432094734072,0.0
104,0.01166444011867902,0.0
105,-0.000860129487684675,0.0
106,0.022051671556371107,0.0
107,0.00473402049207346,0.0
108,0.005234946382170635,0.0
109,0.015200713937847592,0.0
110,0.009949750329597067,0.0
111,0.015662025645781827,0.0
112,0.021782170437726008,0.0
113,0.013051398634466057,0.0
114,0.02417612521614262,0.0
115,0.015217628651974357,0.0
116,0.03945378184932655,0.0
117,0.026188251730838323,0.0
118,0.018940850229139102,0.0
119,0.012382857229943148,0.0
120,-0.0068687962736636125,0.0
121,-0.008117901003591454,0.0
122,0.005971802772614589,0.0
123,0.011111230818336506,0.0
124,0.008151777414202102,0.0
125,0.014035084761930702,0.0
126,0.0012850077821673286,0.0
127,0.0002115222974153079,0.0
128,-0.006467343282769656,0.0
129,-0.00204714087868729,0.0
130,-0.010413649739921774,0.0
131,0.005796935394734647,0.0
132,-0.0014132421704796411,0.0
133,0.011087432237191013,0.0
134,0.015740236429118273,0.0
135,0.026609187523424296,0.0
136,0.02883423673513692,0.0
137,0.021335136116931632,0.0
138,0.015500636079627015,0.0
139,0.011172391622847982,0.0
140,0.008207120302025306,0.0
141,0.009328917063127181,0.0
142,0.02366149207101936,0.0
143,0.008093205407851639,0.0
144,0.0035183429960201178,0.0
145,0.006037408552227231,0.0
146,-0.0011956440032969366,0.0
147,-0.019155643635556545,0.0
148,-0.013528467650489859,0.0
149,-0.009387825561653674,0.0
150,-0.0161048031454111,0.0
151,-0.022182828760622313,0.0
152,-0.025780184223989255,0.0
153,-0.03949908294657217,0.0
154,-0.027180492785767944,0.0
155,-0.012228710673921318,0.0
156,-0.005357960206889716,0.0
157,0.005615456756698242,0.0
158,0.006032536090602402,0.0
159,0.005458691565687522,0.0
160,0.009695680055054803,0.0
161,0.002114634708271966,0.0
