0,0,0,0.11,0.06,0.06,0.06,0.06,0.06,309
0,0,0,0.10,0.07,0.07,0.08,0.07,0.07,310
0,0,0,0.11,0.08,0.08,0.09,0.08,0.08,311
0,0,0,0.10,0.09,0.08,0.09,0.08,0.08,310
0,0,0,0.10,0.09,0.09,0.09,0.09,0.09,310
0,0,0,0.10,0.09,0.09,0.09,0.09,0.09,312
0,0,0,0.11,0.09,0.09,0.10,0.09,0.09,311
0,0,0,0.12,0.09,0.09,0.10,0.09,0.09,308
0,0,0,0.11,0.10,0.10,0.10,0.10,0.10,310
0,0,0,0.11,0.10,0.10,0.10,0.10,0.10,310
0,0,0,0.10,0.10,0.10,0.10,0.10,0.10,309
0,0,0,0.10,0.10,0.10,0.10,0.10,0.10,311
0,0,0,0.10,0.10,0.10,0.10,0.10,0.10,310
0,0,0,0.10,0.10,0.10,0.10,0.10,0.10,310
0,0,0,0.10,0.10,0.10,0.10,0.10,0.10,311
0,0,0,0.09,0.10,0.10,0.10,0.10,0.10,311
0,0,0,0.09,0.10,0.10,0.10,0.10,0.10,306
0,0,0,0.09,0.10,0.10,0.10,0.10,0.10,310
0,0,0,0.09,0.10,0.10,0.10,0.10,0.10,311
0,0,0,0.09,0.10,0.10,0.10,0.10,0.10,304
0,0,0,0.09,0.10,0.10,0.10,0.10,0.10,308
0,0,0,0.09,0.10,0.10,0.10,0.10,0.10,311
0,0,0,0.09,0.10,0.10,0.10,0.10,0.10,311
0,0,0,0.10,0.10,0.10,0.10,0.10,0.10,310
0,0,0,0.11,0.10,0.10,0.10,0.10,0.10,309
0,0,0,0.12,0.10,0.10,0.10,0.10,0.10,311
0,0,0,0.13,0.10,0.10,0.10,0.10,0.10,308
0,0,0,0.11,0.10,0.10,0.10,0.10,0.10,310
0,0,0,0.13,0.10,0.10,0.10,0.10,0.10,310
0,0,0,0.11,0.10,0.10,0.10,0.10,0.10,311
0,0,1,0.11,0.10,0.10,0.10,0.10,0.10,310
0,0,1,0.11,0.10,0.10,0.10,0.10,0.10,309
0,0,1,0.12,0.10,0.10,0.11,0.10,0.10,300
0,0,1,0.12,0.10,0.10,0.11,0.10,0.10,308
0,0,1,0.12,0.10,0.10,0.11,0.10,0.10,309
0,0,1,0.11,0.10,0.10,0.11,0.10,0.10,316
0,0,1,0.05,0.10,0.10,0.10,0.10,0.10,310
0,0,1,0.11,0.10,0.10,0.10,0.10,0.10,308
0,0,1,0.07,0.10,0.10,0.10,0.10,0.10,315
0,0,1,0.10,0.10,0.10,0.10,0.10,0.10,311
0,0,1,0.09,0.10,0.10,0.10,0.10,0.10,310
0,0,1,0.09,0.10,0.10,0.10,0.10,0.10,311
0,0,1,0.09,0.10,0.10,0.10,0.10,0.10,317
0,0,1,0.10,0.10,0.10,0.10,0.10,0.10,307
0,0,1,0.09,0.10,0.10,0.10,0.10,0.10,309
0,0,1,0.10,0.10,0.10,0.10,0.10,0.10,310
0,0,1,0.10,0.10,0.10,0.10,0.10,0.10,311
0,0,1,0.09,0.10,0.10,0.10,0.10,0.10,307
0,0,1,0.10,0.10,0.10,0.10,0.10,0.10,308
0,0,1,0.10,0.10,0.10,0.10,0.10,0.10,302
0,0,1,0.10,0.10,0.10,0.10,0.10,0.10,309
0,0,1,0.11,0.10,0.10,0.10,0.10,0.10,308
0,0,1,0.10,0.10,0.10,0.10,0.10,0.10,310
0,0,1,0.13,0.10,0.10,0.10,0.10,0.10,310
0,0,1,0.11,0.10,0.10,0.10,0.10,0.10,310
0,0,2,0.14,0.10,0.10,0.11,0.10,0.10,312
0,0,2,0.13,0.10,0.10,0.11,0.10,0.10,309
0,0,2,0.14,0.10,0.10,0.11,0.10,0.10,306
0,0,2,0.11,0.10,0.10,0.11,0.10,0.10,311
0,0,2,0.14,0.11,0.10,0.11,0.10,0.10,312
0,0,2,0.14,0.11,0.11,0.12,0.11,0.11,307
0,0,2,0.21,0.11,0.11,0.12,0.11,0.11,310
0,0,2,0.15,0.11,0.11,0.13,0.11,0.11,311
