,x_kalhman_filter,binary break label
0,0.06999999999999999,0
1,0.011901000526592938,0
2,0.011407049309244022,0
3,0.002864914755725187,0
4,0.0023722792571346726,0
5,-0.014121956288060095,0
6,-0.03438561332824394,0
7,-0.04445160917716652,0
8,-0.05036707057827799,0
9,-0.05130161240529869,0
10,-0.045872745129966135,0
11,-0.051136796716356625,0
12,-0.04568920204064854,0
13,-0.03449774282151978,0
14,-0.033502928481021904,0
15,-0.03456454420806737,0
16,-0.02519624617085263,0
17,-0.03190971639223596,0
18,-0.03180238108601262,0
19,-0.02585121265513922,0
20,-0.028634286142531624,0
21,-0.014901255386300521,0
22,-0.023474681964375934,0
23,-0.026662769652333277,0
24,-0.031898453676927695,0
25,-0.025075088723390777,0
26,-0.023972078099537768,0
27,-0.02042033140280047,0
28,-0.02163614895118087,0
29,-0.022364456013480926,0
30,-0.02227400441556582,0
31,-0.024401706100259695,0
32,-0.02567843642114514,0
33,-0.019910588323951775,0
34,-0.022328907318306394,0
35,-0.018878992207968685,0
36,-0.024217046241677705,0
37,-0.01619016992251572,0
38,-0.023911564178890544,0
39,-0.016494532301166827,0
40,-0.019928152725505088,0
41,-0.018625593300866786,0
42,-0.01771566068833281,0
43,-0.02119027818769035,0
44,-0.010770751957259017,0
45,-0.019482990034677055,0
46,-0.010029484585777258,0
47,-0.010348735349104646,1
48,-0.016552699492559414,1
49,-0.010135041564025227,1
50,-0.01728360157405131,1
51,-0.00987190503481837,1
52,-0.008619794333343533,1
53,-0.0034540465105171725,1
54,0.007632149601691993,1
55,0.0033288123605265466,1
56,0.011276879507532298,1
57,0.005615451678184183,1
58,0.0017042824375901114,1
59,0.010579200905058601,1
60,0.010873123449661917,1
61,0.021451527388964872,1
62,0.019236503313839623,1
63,0.02716411629183782,1
64,0.02233952914604001,1
65,0.028980256980237637,1
66,0.02839935103944101,1
67,0.03231899751402434,1
68,0.03343111381403918,1
69,0.03996439283893903,1
70,0.041996411715361934,1
71,0.041369449059885016,1
72,0.046058705432771324,1
73,0.04339161366221371,1
74,0.04878241257769231,1
75,0.049365973692113985,1
76,0.0461602956279939,0
77,0.04386501199451118,0
78,0.040870733180769614,0
79,0.04084802656862696,0
80,0.039301374913640844,0
81,0.03931885695110071,0
82,0.03787057144724826,0
83,0.035516380286553365,0
84,0.0353848247233967,0
85,0.03362739643770003,0
86,0.031238774068216346,0
87,0.03189728488639884,0
88,0.02960622752558223,0
89,0.025817211797216535,0
90,0.02344356302515227,0
91,0.01979834260108196,0
92,0.01957911628836312,0
93,0.01586232534744675,0
94,0.014852584836121743,0
95,0.014530326407287658,0
96,0.01294389237900137,0
97,0.014357797922665658,0
98,0.01155416357849421,0
99,0.013608791196427966,0
100,0.01000479486584209,0
101,0.010004694700024346,0
102,0.008162949590520746,0
103,0.0049466527570362975,0
104,0.005866826952185822,0
105,0.0015156682014632744,0
106,0.004140205666971014,0
107,0.0003798569570772209,0
108,0.0018133298408504889,0
109,-0.0008749594321887932,0
110,0.0038348829022826075,0
111,0.0004409872339576626,0
112,0.005635771330846993,0
113,0.001066804014111307,0
114,0.0012584142413160637,0
115,-0.0023428436127711366,0
116,-0.00017854515047991543,0
117,-0.002910190487044273,0
118,9.478037536986977e-05,0
119,-0.003486554730635208,0
120,-0.005953154423087005,0
121,-0.010260485570747713,0
122,-0.010041591981223112,0
123,-0.012551314325230482,0
124,-0.009157571974056845,0
125,-0.01253071741892707,0
126,-0.008265735466280552,0
127,-0.012558284606648866,0
128,-0.013148088011349042,0
129,-0.01160238455904633,0
130,-0.013243324515322535,0
131,-0.012553402558847904,0
132,-0.011683710019636216,0
133,-0.013867578194870188,0
134,-0.011980923079929671,0
135,-0.01414055924330835,0
136,-0.009473382411174402,0
137,-0.01232058917532141,0
138,-0.014100136404165756,0
139,-0.01583237307319947,0
140,-0.02032320928878805,0
141,-0.021333139981322292,0
142,-0.01909755436970136,0
143,-0.01851477401342925,0
144,-0.01953031217504511,0
145,-0.018759489332595705,0
146,-0.021670146776016898,0
147,-0.02241105970113967,0
148,-0.024272806595758683,0
149,-0.024001522657834635,0
150,-0.026170035242855674,0
151,-0.023625631980618875,0
152,-0.025431195425214412,0
153,-0.023462938940887468,0
154,-0.022839527928650523,0
155,-0.020948793373722702,0
156,-0.020564488174687156,0
157,-0.022000189273017362,0
158,-0.023222452543211407,0
159,-0.02423569399882685,0
160,-0.02504523627967801,0
161,-0.025131979098919795,0
162,-0.022805122775598437,0
163,-0.02569547529844112,0
164,-0.026816960566027927,0
165,-0.0266989277309786,0
166,-0.02828860436990468,0
167,-0.03188738904563167,0
168,-0.031509375837201356,0
169,-0.03131330156305863,0
170,-0.0329693641244037,0
171,-0.034595625273914105,0
172,-0.035857565627697235,0
173,-0.038924540087714454,0
174,-0.037594099064523726,0
175,-0.0356204580863655,0
176,-0.03485349533708238,0
177,-0.033273944910760085,0
178,-0.03338576032198247,0
179,-0.03365773016169468,0
180,-0.03311421990227533,0
181,-0.03450228531298774,0
182,-0.033792934393857804,0
183,-0.03436498849517949,0
184,-0.0357045315233654,0
185,-0.03280581696437063,0
186,-0.03371056145447583,0
187,-0.03255236601478159,0
188,-0.03313839399318582,0
189,-0.030609907356436677,0
190,-0.03435746873018012,0
191,-0.0339678891081039,0
192,-0.03406321365264278,0
193,-0.035868556476992594,0
194,-0.03499628022912188,0
195,-0.037245038145788514,0
196,-0.035726049655167555,0
197,-0.03860358703849297,0
198,-0.039258544507314586,0
199,-0.03770249618064738,0
200,-0.03554386699445937,0
201,-0.03624488587709088,0
202,-0.03395868649799404,0
203,-0.03547100587450894,0
204,-0.034912801794931295,0
205,-0.03203192376991332,0
206,-0.03215771864835268,0
207,-0.027300076987649725,0
208,-0.03972204597589154,0
209,-0.03795267072739618,0
210,-0.05109208872470259,0
211,-0.04388380956821751,0
212,-0.047233196693513085,0
213,-0.04647814219662498,0
214,-0.051746481914882445,0
215,-0.051098544514300404,0
216,-0.052684547979329796,0
217,-0.05223201905902251,0
218,-0.03903731526619886,0
219,-0.026504481680142057,0
220,-0.029769340436938727,0
221,-0.04114724982822017,0
222,-0.04183904595187253,0
223,-0.04814643586580351,0
224,-0.05034566506752091,0
225,-0.04345912442955141,0
226,-0.04628164440338504,0
227,-0.04540810019781494,0
228,-0.041970078874936916,0
229,-0.05137254314027183,0
230,-0.04790735866814866,0
231,-0.03671036496915637,0
232,-0.04421063523048472,0
233,-0.045665334832476354,0
234,-0.04116246009445895,0
235,-0.04626801798508344,0
236,-0.053591171739069736,0
237,-0.05349682115781752,0
238,-0.04751587921186171,0
239,-0.034638259502969435,0
240,-0.03858986060034971,0
241,-0.02969689727074981,0
242,-0.03247507958266932,0
243,-0.026385477404945318,0
244,-0.027036412457165353,0
245,-0.024423783712556765,0
246,-0.03149196987844835,0
247,-0.03685097452741662,0
248,-0.04750493587768535,0
249,-0.04309523071801988,0
250,-0.04133475140559699,0
251,-0.03225251032709218,0
252,-0.03078659430517599,0
253,-0.0230619428914646,0
254,-0.026609026195161957,0
255,-0.02115890382091439,0
256,-0.02529636152872972,0
257,-0.02625668976947886,0
258,-0.02608730493147285,0
259,-0.029092855081033795,0
260,-0.023622422776476144,0
261,-0.021684227306390053,0
262,-0.022159433426100526,0
263,-0.01551073282898395,0
264,-0.023864634818101586,0
265,-0.030618240908707378,0
266,-0.02045015884288197,0
267,-0.025949839319403124,0
268,-0.018871828906887704,0
269,-0.0384900326747844,0
270,-0.03370670731674509,0
271,-0.02579101422988168,0
272,-0.03259229775057468,0
273,-0.027638847415576998,0
274,-0.028013521008225874,0
275,-0.031314360266753806,0
276,-0.018459099776987883,0
277,-0.013666796698123457,0
278,-0.018669638817897696,0
279,-0.008525530835803805,0
280,-0.006428008723755013,0
281,-0.009236675779682901,0
282,-0.004528876993084768,0
283,-0.021168374638860208,0
284,-0.010250346243721044,0
285,-0.012467928245855034,0
286,-0.0058502021585448705,0
287,-0.006915707519752207,0
288,-0.013397130474944584,0
289,-0.020307387207495812,0
290,-0.004368998558138208,0
291,-0.019966033091240898,0
292,-0.019632623205370965,0
293,-0.027425715174183733,0
294,-0.020343760005226447,0
295,-0.021962849790311566,0
296,-0.02190039332082862,0
297,-0.012587544133134815,0
298,-0.01971113082271532,0
299,-0.00902942200882629,0
300,-0.014836542362133866,0
301,-0.007969817144911531,0
302,-0.016675644992728986,0
303,-0.027447636373485573,0
304,-0.00020825666752468525,0
305,-0.0070290589878471005,0
306,-0.036415248038757425,0
307,-0.017134603910085297,0
308,-0.04622104586121663,0
309,-0.021464939813787193,0
310,-0.017813625669074643,0
311,-0.02616082362801128,0
312,0.006669208506214733,0
313,0.013247399490967232,0
314,0.007272262039587696,0
315,-0.003994413496690087,0
316,-0.014722025454582018,0
317,-0.02362255926700252,0
318,-0.026896326752729266,0
319,-0.027857039379081468,0
320,-0.054785946636303984,0
321,-0.03206418375738807,0
322,-0.031532279659751083,0
323,-0.030198281828207125,0
324,-0.01836252327469584,0
325,-0.02129477936356261,0
326,-0.029989433914259782,0
327,-0.03394186822599636,0
328,-0.043054317643767256,0
329,-0.04024044623755291,0
330,-0.044732173291394534,0
331,-0.03682626276758002,0
332,-0.03804325507035018,0
333,-0.03206623086840152,0
334,-0.030583915878408217,0
335,-0.026110180273038467,0
336,-0.031648563964957646,0
337,-0.02991745280517023,0
338,-0.025997424404181072,0
339,-0.03354222626780176,0
340,-0.03342757539136798,0
341,-0.03332005461850618,0
342,-0.0353492190616735,0
343,-0.038770210434614455,0
344,-0.03261364893801939,0
345,-0.03401502740845381,0
346,-0.039396590540471586,0
347,-0.038256674654633366,0
348,-0.03887185781890794,0
349,-0.040559457749922784,0
350,-0.03756091818288218,0
351,-0.03467184163656454,0
352,-0.03587736735001028,0
353,-0.03650671484800789,0
354,-0.029194554017518342,0
355,-0.0315552956497697,0
356,-0.03434207792261741,0
357,-0.036269655366215306,0
358,-0.03007899086567258,0
359,-0.04331771440880883,0
360,-0.03222391723309404,0
361,-0.03911699019547493,0
362,-0.0464503210888224,0
363,-0.03744734479628815,0
364,-0.0320070866311521,0
365,-0.034851392679452704,0
366,-0.03213518129068066,0
367,-0.027272390835791558,0
368,-0.03299114063810721,0
369,-0.03007650909507437,0
370,-0.036505587108415054,0
371,-0.024771084332565845,0
372,-0.027841084262053485,0
373,-0.038563351756339466,0
374,-0.02942299920310111,0
375,-0.03818320240072417,0
376,-0.030898527873108,0
377,-0.027485864409192647,0
378,-0.03272473719677059,0
379,-0.03445798186853884,0
380,-0.0352148937724156,0
381,-0.02899619208248369,0
382,-0.03424943024124694,0
383,-0.02484705113350032,0
384,-0.02440759435374559,0
385,-0.03436561153986451,0
386,-0.03069554684593376,0
387,-0.03301267260715485,0
388,-0.03148916765073076,0
389,-0.030602245245373725,0
390,-0.030860952135105313,0
391,-0.02466689089295053,0
392,-0.03482649895767798,0
393,-0.032460398347397224,0
394,-0.031018017488220924,0
395,-0.034497626242573506,0
396,-0.035984889983148936,0
