,x_va_kalhman_filter,binary break label
0,0.24,0
1,0.14173711391072663,0
2,0.12059819036282732,0
3,0.09929728471746976,0
4,0.09034998160073467,0
5,0.0661857960095267,0
6,0.03903534844082526,0
7,0.024335558713169676,0
8,0.014932278162961946,0
9,0.011937815778998637,0
10,0.01747100181652714,0
11,0.008855427638848886,0
12,0.015465563613841894,0
13,0.030732873220172693,0
14,0.030656913669487477,0
15,0.027528413135496605,0
16,0.04188368903978897,0
17,0.02873296064926579,0
18,0.027869555562738887,0
19,0.03789661169243898,0
20,0.03126863706714808,0
21,0.05737916085166357,0
22,0.0382748410858598,0
23,0.030722399359368532,0
24,0.0191042976419803,0
25,0.033595645436257676,0
26,0.03516832939557787,0
27,0.042332302310118676,0
28,0.03828432786856432,0
29,0.0355822356342751,0
30,0.03504936048517969,0
31,0.028843751806400093,0
32,0.02514004522820969,0
33,0.0408525551559795,0
34,0.03314932903755979,0
35,0.04237414025786815,0
36,0.025959725653850473,0
37,0.04919413442838101,0
38,0.025472760400157023,0
39,0.04684329102888336,0
40,0.035723301056512856,0
41,0.03898513781899636,0
42,0.04098481168641277,0
43,0.02947313944992539,0
44,0.06187264754549054,0
45,0.03315201481720109,0
46,0.06139369868952846,0
47,0.05840702550591283,1
48,0.037629080264116904,1
49,0.05688111099590769,1
50,0.033395053485209734,1
51,0.055903266333161124,1
52,0.05819556512358759,1
53,0.07263646019647434,1
54,0.10472906871323281,1
55,0.08715631434850613,1
56,0.10835471357278098,1
57,0.0866321444016289,1
58,0.07173233020425707,1
59,0.09725154297724395,1
60,0.09465921948589494,1
61,0.12465620067979656,1
62,0.11279822003296677,1
63,0.1334596212503865,1
64,0.11315421189431203,1
65,0.12997670764551017,1
66,0.12332016130930519,1
67,0.13156559193185816,1
68,0.13046541396469144,1
69,0.14754365207366404,1
70,0.14872856259692196,1
71,0.1412395069844543,1
72,0.15253659855646065,1
73,0.138026557118389,1
74,0.15248302668467673,1
75,0.14939307996348034,1
76,0.13327957071743624,0
77,0.12155260775654078,0
78,0.10808742377747255,0
79,0.1063668586659822,0
80,0.09910246603261473,0
81,0.09823659454814919,0
82,0.09174559312029595,0
83,0.08206705066419921,0
84,0.08187042261692323,0
85,0.07503375387106358,0
86,0.06599367501376405,0
87,0.07017977340952043,0
88,0.0616014292233432,0
89,0.04718035471613071,0
90,0.03983857933695255,0
91,0.02748769438949588,0
92,0.030580424968744958,0
93,0.018158972084787665,0
94,0.018334099723276143,0
95,0.021346316040296683,0
96,0.018364500153378607,0
97,0.028983818422394295,0
98,0.019567990377226903,0
99,0.032926574382891614,0
100,0.019330695107040857,0
101,0.023199359570951286,0
102,0.018138774632825306,0
103,0.006900832895854834,0
104,0.01575688391401809,0
105,-0.0009619759724822097,0
106,0.01625201788710637,0
107,0.0023398060872049393,0
108,0.01353222285906209,0
109,0.004634977453361697,0
110,0.030829053747474636,0
111,0.017432700993926485,0
112,0.04431189327102021,0
113,0.024876740361321,0
114,0.028217837694466997,0
115,0.014118627446785945,0
116,0.027044332409974725,0
117,0.016861748640878884,0
118,0.03333151129319306,0
119,0.018745863244543345,0
120,0.010303919927569356,0
121,-0.005896227167866065,0
122,-0.0005791029197736147,0
123,-0.008134009557739597,0
124,0.01166472186174367,0
125,-0.0008598745321341805,0
126,0.022051902239413723,0
127,0.004734229243713632,0
128,0.005235135276035911,0
129,0.01520088485845164,0
130,0.00994990499343998,0
131,0.015662165595414543,0
132,0.02178229707306052,0
133,0.013051513225493527,0
134,0.024176228904757308,0
135,0.01521772247850357,0
136,0.03945386674776599,0
137,0.026188328554596935,0
138,0.018940919745614737,0
139,0.012382920134092574,0
140,-0.0068687393522494766,0
141,-0.008117849496768366,0
142,0.005971849379356129,0
143,0.011111272991466352,0
144,0.008151815575686533,0
145,0.014035119293192521,0
146,0.0012850390288485398,0
147,0.00021155057177239963,0
148,-0.006467317697937295,0
149,-0.0020471177276487366,0
150,-0.01041362879106409,0
151,0.005796954350738903,0
152,-0.0014132250176292225,0
153,0.011087447758328775,0
154,0.01574025047379405,0
155,0.026609200232072767,0
156,0.028834248234871396,0
157,0.021335146522768002,0
158,0.015500645495617443,0
159,0.011172400143148176,0
160,0.008207128011835483,0
161,0.009328924039541376,0
162,0.023661498383793386,0
163,0.008093211120131808,0
164,0.003518348164922076,0
165,0.006037413229436895,0
166,-0.0011956397710043655,0
167,-0.01915563980585618,0
168,-0.013528464185090542,0
169,-0.00938782242590086,0
170,-0.016104800307945647,0
171,-0.022182826193069886,0
172,-0.02578018190067474,0
173,-0.03949908084426178,0
174,-0.02718049088344039,0
175,-0.01222870895255325,0
176,-0.005357958649266921,0
177,0.005615458166151936,0
178,0.0060325373659819125,0
179,0.005458692719746669,0
180,0.009695681099334089,0
181,0.002114635653214376,0
182,0.00762097642005232,0
183,0.004993533193290472,0
184,-0.0021402208001636697,0
185,0.01708835193095662,0
186,0.011657826907985527,0
187,0.0191101200105198,0
188,0.01538977289618384,0
189,0.031048307905310504,0
190,0.007167357204488696,0
191,0.010290559788562803,0
192,0.010262920311347418,0
193,-0.00022583137972992558,0
194,0.006454395350721103,0
195,-0.006525818359821446,0
196,0.004558691019438737,0
197,-0.012046190843407798,0
198,-0.013754045538537858,0
199,-0.001981951612902745,0
200,0.012475319675503497,0
201,0.008434858205614066,0
202,0.022852480492556525,0
203,0.013068646311023602,0
204,0.01658173844902643,0
205,0.034029386267395115,0
206,0.031743592773662,0
207,0.06011521023886676,0
208,-0.016946935923844067,0
209,-0.004871118549439942,0
210,-0.07384894681743354,0
211,-0.03162785038384712,0
212,-0.04383924109952626,0
213,-0.03586403983169988,0
214,-0.05718495555394168,0
215,-0.048891493459696754,0
216,-0.05185068771702423,0
217,-0.04501589665427155,0
218,0.022999934724065974,0
219,0.07788702091156888,0
220,0.05906303348798463,0
221,0.007784704489178826,0
222,0.0051416866426166104,0
223,-0.020079895610920384,0
224,-0.026731040085240913,0
225,0.0033979753891376432,0
226,-0.0073889981715939985,0
227,-0.0028811234181659873,0
228,0.011661681518055796,0
229,-0.026546354595693992,0
230,-0.010703645609973628,0
231,0.034072001950848266,0
232,0.004195927271525717,0
233,-0.0009594560814056652,0
234,0.016254298058524803,0
235,-0.00336562595078594,0
236,-0.0296804491971299,0
237,-0.026857098783144052,0
238,-0.0024235873033137366,0
239,0.0453694172360595,0
240,0.02868741510511585,0
241,0.05830100045230022,0
242,0.04514512857555593,0
243,0.06368068301576846,0
244,0.05762306301273773,0
245,0.06355666427653485,0
